  2018  0.923535,  0.915996,  0.079635,  6.711571 
  2092  0.977896,  0.494421,  0.062836,  2.518734 
  3063  0.657837,  1.104575,  0.028532,  7.208784 
  3096  0.874837,  0.407939,  0.010003,  6.917949 
  5096  0.945602,  1.513138,  0.226568,  5.663363 
  6046  0.901130,  1.891954,  0.258899, 11.567128 
  8023  0.669329,  1.588046,  0.143522, 24.243135 
  8049  0.900661,  1.388361,  0.160828,  5.521029 
  8068  0.815110,  0.977291,  0.103052, 12.477862 
  8143  0.784768,  3.340878,  0.339919, 10.736210 
 10081  0.872252,  1.354553,  0.137356, 10.646344 
 12003  0.785106,  1.927638,  0.133073,  7.113275 
 12074  0.814412,  1.358045,  0.170929, 11.604525 
 12084  0.650386,  2.418461,  0.262705, 20.852604 
 14037  0.900173,  0.947519,  0.101654, 15.649257 
 14085  0.711711,  2.484219,  0.322007, 17.193310 
 14092  0.586478,  1.460877,  0.000000, 38.552437 
 15004  0.889376,  2.573224,  0.347611,  8.755458 
 15011  0.951538,  1.598504,  0.210686,  5.007752 
 15062  0.904101,  1.439319,  0.202093, 17.067980 
 15088  0.898546,  0.502163,  0.074032, 13.460127 
 16004  0.934635,  1.828671,  0.224075,  7.885403 
 16052  0.612968,  1.726432,  0.249147, 46.155964 
 16068  0.885501,  1.862085,  0.185775,  8.299783 
 16077  0.820132,  2.645607,  0.290141,  7.330523 
 17067  0.899803,  2.245593,  0.261616,  7.151567 
 19021  0.908649,  1.869163,  0.276945,  9.753667 
 20008  0.859909,  2.088981,  0.291201, 11.270383 
 20069  0.865247,  1.819641,  0.205049,  8.811030 
 21077  0.779532,  1.477584,  0.248033, 10.237165 
 22013  0.864157,  1.494980,  0.107423, 12.234574 
 22090  0.942367,  1.582479,  0.233774,  4.485749 
 22093  0.928926,  1.404074,  0.188060,  5.863655 
 23025  0.953824,  1.032097,  0.126641,  7.406644 
 23050  0.944260,  2.223872,  0.279120,  4.450777 
 23080  0.888386,  2.091338,  0.200553, 10.108721 
 23084  0.740906,  2.443057,  0.236576, 13.075624 
 24004  0.822882,  2.166656,  0.166785, 13.823624 
 24063  0.887841,  1.299317,  0.117660,  9.505135 
