0000047  0.838700,  1.633980,  0.188034,  6.311353 
0000051  0.964564,  0.343498,  0.023591,  1.781180 
0000059  0.757965,  1.655885,  0.189744, 17.619671 
0000072  0.840778,  1.240057,  0.156360, 14.096946 
0000087  0.720819,  3.024900,  0.254905,  8.630463 
0000176  0.717176,  2.404549,  0.281841, 15.803265 
0000382  0.773176,  2.114254,  0.154296,  4.522404 
0000631  0.923645,  0.818025,  0.121904,  2.738405 
0000643  0.805080,  2.356836,  0.248372, 11.144902 
0000697  0.807531,  1.757208,  0.235040, 12.504773 
0000759  0.914062,  0.885359,  0.112326,  4.250782 
0000794  0.896283,  1.268917,  0.167331,  5.572769 
0000952  0.782347,  1.823684,  0.145811, 13.994451 
0001677  0.869277,  1.199354,  0.188591,  7.278833 
0002136  0.767993,  2.354612,  0.223089,  6.853722 
0002395  0.871516,  1.289300,  0.180030,  7.584206 
0002755  0.758749,  2.151044,  0.176541, 16.554216 
0003178  0.775696,  1.379919,  0.197450,  9.841173 
0003423  0.949005,  0.468757,  0.047435,  3.994345 
0003463  0.869396,  1.252226,  0.195650,  9.560391 
0003728  0.642165,  2.339475,  0.182305, 13.364543 
0003793  0.938978,  0.795117,  0.100710,  4.220625 
0003957  0.846464,  0.958974,  0.097594,  4.630802 
0004028  0.932226,  0.551561,  0.072880,  7.519863 
0004069  0.675524,  2.128135,  0.221113, 13.097782 
0004294  0.885720,  1.499183,  0.177538,  6.211480 
0004498  0.826458,  1.891831,  0.222170,  8.866269 
0004774  0.914784,  0.619615,  0.044178,  4.730757 
0005074  0.844807,  2.351439,  0.186995,  6.531197 
0005079  0.974060,  0.313487,  0.020188,  2.468832 
0005633  0.887594,  0.885266,  0.083726,  3.300332 
0006575  0.715118,  2.627109,  0.214911, 20.044216 
0007323  0.843648,  2.020062,  0.234270,  3.429294 
0007545  0.845843,  1.594345,  0.147377,  5.347870 
0007932  0.861451,  1.346262,  0.166984,  6.479219 
0009212  0.740844,  2.479342,  0.224789,  7.879900 
0010830  0.900299,  0.957444,  0.090372,  4.420745 
0010950  0.692169,  1.901949,  0.158177, 13.256703 
0011003  0.857225,  0.896546,  0.067563,  9.391067 
0011033  0.739560,  3.225364,  0.236245,  6.651888 
0011073  0.754884,  1.991376,  0.267292, 15.207848 
0011088  0.848543,  1.087976,  0.158028, 10.290509 
0011116  0.766129,  1.838033,  0.267500, 11.940587 
0011154  0.921365,  0.810336,  0.074579,  3.485989 
0100026  0.800551,  1.206806,  0.172732,  9.930611 
0100030  0.845534,  1.854221,  0.180745,  4.392508 
0100061  0.820807,  1.611014,  0.261278,  8.530872 
0100091  0.689123,  1.802874,  0.159908, 22.738077 
0100113  0.963057,  0.326040,  0.035803,  5.826018 
0100132  0.824682,  1.886408,  0.174444, 11.264679 
0100164  0.851181,  2.208470,  0.209242,  5.304630 
0100241  0.942816,  0.715178,  0.081318,  2.792336 
0100477  0.713836,  2.974373,  0.223115, 13.089635 
0100579  0.841537,  2.214375,  0.191561,  5.912815 
0100628  0.658346,  2.594339,  0.296568, 17.540432 
0100740  0.959983,  0.511190,  0.050660,  2.222893 
0100787  0.796588,  1.738879,  0.151113, 14.460244 
0100822  0.844477,  2.248071,  0.228007,  6.466254 
0100851  0.821702,  2.517621,  0.211798,  6.967577 
0100855  0.864603,  1.877628,  0.159893,  8.467875 
0100892  0.826107,  1.490405,  0.146281,  7.012905 
0100935  0.842792,  1.139452,  0.141434,  6.670031 
0101060  0.813678,  1.139029,  0.070786, 12.752845 
0101121  0.932907,  0.622060,  0.067807,  7.846814 
0101434  0.729781,  2.060004,  0.258934,  8.662650 
0101463  0.927658,  0.802157,  0.099927,  2.758594 
0101488  0.899929,  1.274233,  0.136649,  4.056101 
0101492  0.789329,  1.521049,  0.148567,  9.688533 
0101801  0.771031,  2.704766,  0.307635,  8.629146 
0102039  0.909175,  1.445171,  0.124646,  4.596184 
0102170  0.700116,  1.459380,  0.154255, 16.475794 
0102234  0.922725,  0.530776,  0.061460,  3.324607 
0102403  0.761201,  1.124093,  0.065538, 35.587112 
0102435  0.941204,  0.550693,  0.054612,  2.730053 
0102436  0.871067,  0.981015,  0.100977, 14.453938 
0102534  0.897379,  0.879441,  0.081947,  2.692339 
0102544  0.788445,  2.296841,  0.209986,  8.216985 
0102566  0.912075,  1.260204,  0.130138,  7.807040 
0103256  0.721435,  1.851375,  0.179382, 18.838741 
0103344  0.789640,  2.978138,  0.216640,  4.995924 
0103420  0.865148,  1.503146,  0.171378, 13.974858 
0103468  0.921237,  0.969448,  0.109628,  5.597134 
0103740  0.763287,  2.083983,  0.274530, 10.202416 
0104019  0.691946,  0.959910,  0.000000, 27.916840 
0104194  0.781286,  2.124114,  0.197630,  9.222133 
0104439  0.868862,  1.200565,  0.147799,  6.641384 
0104463  0.833851,  1.307859,  0.105379,  4.022413 
0104552  0.741325,  2.444525,  0.157627, 14.525315 
0104808  0.864202,  1.424903,  0.192477,  9.399446 
0104958  0.928168,  0.957090,  0.102136,  2.600208 
0105003  0.900650,  0.665802,  0.031354,  8.532666 
0105064  0.843442,  1.112276,  0.133195,  7.748938 
0105146  0.679232,  2.467927,  0.269681, 12.583763 
0105159  0.781891,  1.351863,  0.129742, 11.677829 
0105305  0.783365,  1.308260,  0.168505, 12.362582 
1000061  0.599437,  1.946889,  0.122016, 16.230928 
1000063  0.770127,  1.434059,  0.127507, 12.814517 
1000097  0.750213,  1.503149,  0.175178, 20.387392 
1000105  0.805363,  2.622959,  0.257204,  5.615832 
1000288  0.899543,  1.295629,  0.135161,  3.291227 
1000351  0.940408,  0.596779,  0.060249,  3.472712 
1000413  0.693850,  1.681338,  0.224546, 18.648865 
1000505  0.840584,  1.166196,  0.162974, 13.603957 
1000580  0.786299,  2.104003,  0.220086,  5.629469 
1000615  0.885420,  0.813837,  0.095342, 15.771194 
1000731  0.741212,  2.763463,  0.185554,  7.948890 
1000875  0.798213,  2.128728,  0.203758, 14.129184 
1000882  0.808535,  1.904418,  0.260781, 11.797901 
1000929  0.808670,  1.852440,  0.205115, 10.772914 
1000947  0.804350,  2.192280,  0.256809,  5.181806 
1000993  0.788202,  1.475845,  0.166160, 10.745564 
1001184  0.854035,  1.409971,  0.201652,  6.693705 
1001195  0.834563,  1.770868,  0.189269,  7.614693 
1001252  0.874346,  1.119770,  0.156298,  7.257935 
1001685  0.729189,  1.424620,  0.227629, 16.812822 
1001688  0.779834,  1.390583,  0.219806, 16.782248 
1001770  0.812903,  1.685125,  0.081186, 12.565402 
1001794  0.829584,  2.235598,  0.188244,  6.422748 
1001875  0.678196,  2.021773,  0.180288, 19.327295 
1001944  0.841875,  1.314442,  0.152224,  7.808254 
1100001  0.822623,  1.592067,  0.206426,  6.076254 
1100002  0.872104,  1.114753,  0.160986,  8.732184 
1100003  0.846549,  1.085985,  0.145916,  5.310792 
1100004  0.837067,  0.878119,  0.091641, 14.550603 
1100005  0.797178,  1.385296,  0.071694,  4.092697 
1100006  0.945411,  0.600498,  0.073812,  2.381659 
1100007  0.945299,  0.400152,  0.038476,  3.049254 
1100008  0.847400,  1.099116,  0.139446,  7.882592 
1100009  0.881548,  1.207318,  0.153015,  4.590007 
1100011  0.897767,  1.112323,  0.138140,  6.677339 
1100013  0.929940,  0.619343,  0.052793,  3.913555 
1100014  0.967183,  0.554032,  0.061333,  3.173229 
1100015  0.928677,  0.760262,  0.098724,  5.716222 
1100016  0.835332,  1.113569,  0.124926,  6.479398 
1100017  0.937188,  0.949817,  0.070388,  4.259107 
1100023  0.874040,  1.947766,  0.168333,  5.558216 
1100025  0.804883,  1.932970,  0.227792,  9.020851 
1100027  0.731641,  2.297042,  0.245815, 10.449948 
1100029  0.837879,  2.328802,  0.158866,  5.193006 
1100030  0.804506,  2.547882,  0.230955,  6.340019 
1100031  0.892305,  1.532469,  0.137332,  3.508660 
2000001  0.652121,  3.202851,  0.290260, 11.699458 
2000002  0.741712,  2.875152,  0.209337,  7.514718 
2000003  0.629905,  2.038991,  0.335062, 44.500767 
2000004  0.857587,  1.055494,  0.121407,  7.754688 
2000008  0.863582,  1.785930,  0.209488, 11.685958 
2000012  0.669205,  2.648628,  0.321498, 10.424584 
2000019  0.833279,  1.712800,  0.229249,  7.844519 
2000022  0.884321,  1.484193,  0.164309,  3.796800 
2000023  0.854130,  1.333388,  0.128860,  3.741184 
2000025  0.751072,  1.310766,  0.098291, 55.725128 
2000028  0.816489,  1.421249,  0.178982,  7.714343 
2000030  0.828037,  1.562099,  0.208321,  9.968409 
2000031  0.893079,  0.938837,  0.142215,  6.786929 
2000032  0.684671,  2.419269,  0.365206, 10.577214 
2000033  0.834810,  0.826441,  0.096571,  6.426426 
2000034  0.594098,  1.413863,  0.000000, 51.847351 
2000035  0.870001,  1.664327,  0.165790,  5.537615 
2000036  0.833467,  1.449870,  0.118221,  7.915066 
2000037  0.907194,  1.292464,  0.133605,  6.358184 
2000039  0.899175,  0.868268,  0.144304, 10.794502 
2000041  0.716907,  2.326673,  0.190217, 10.419304 
2000042  0.787270,  2.980237,  0.280410,  4.783991 
2000043  0.783922,  2.249746,  0.247433,  9.498080 
2000044  0.851776,  1.836083,  0.147010,  6.220039 
3000072  0.836298,  1.032516,  0.169490,  9.839726 
3000076  0.832819,  1.255330,  0.164616,  5.508112 
3000099  0.771190,  1.904364,  0.247877, 12.821594 
3000119  0.893684,  0.866218,  0.120878,  2.830167 
3000148  0.771714,  1.601552,  0.199148,  6.961607 
3000299  0.974412,  0.175029,  0.024411,  1.065800 
3000323  0.853676,  0.915265,  0.126619,  6.883127 
3000454  0.801439,  1.439475,  0.254008, 10.165810 
3000469  0.934130,  0.850305,  0.088379,  2.489099 
3000676  0.986302,  0.182928,  0.006472,  4.996251 
3000716  0.799100,  0.686031,  0.047167, 11.847602 
3000759  0.778415,  1.298914,  0.198553,  9.821879 
3000945  0.878874,  1.381984,  0.170745,  4.517599 
3001004  0.764461,  2.062581,  0.242553, 12.560936 
3001018  0.742181,  2.095416,  0.243535,  9.410783 
3001061  0.679150,  3.862762,  0.337497,  8.369224 
